0	0
1	1
2	1
3	0
4	1
5	1
6	0
7	1
8	0
9	0
10	1
11	0
12	0
13	1
14	1
15	0
16	1
17	1
18	0
19	0
20	0
21	1
22	1
23	1
24	1
25	0
26	1
27	1
28	0
29	1
30	0
31	0
32	1
33	1
34	0
35	1
36	1
37	1
38	1
39	1
40	0
41	0
42	1
43	1
44	1
45	1
46	0
47	1
48	1
49	1
50	1
51	1
52	1
53	0
54	1
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	1
66	0
67	0
68	1
69	1
70	1
71	0
72	0
73	1
74	1
75	0
76	0
77	1
78	0
79	1
80	1
81	0
82	1
83	0
84	0
85	1
86	1
87	1
88	1
89	1
90	1
91	1
92	1
93	0
94	0
95	1
96	1
97	1
98	0
99	1
100	0
101	1
102	1
103	1
104	0
105	1
106	0
107	0
108	0
109	1
110	1
111	1
112	1
113	1
114	0
115	1
116	0
117	1
118	1
119	1
120	0
121	0
122	0
123	1
124	0
125	1
126	1
127	1
128	0
129	0
130	0
131	0
132	1
133	1
134	1
135	1
136	0
137	1
138	0
139	1
140	0
141	0
142	1
143	1
144	0
145	0
146	0
147	1
148	1
149	1
150	1
151	1
152	0
153	0
154	0
155	1
156	1
157	0
158	1
159	1
160	1
161	1
162	1
163	1
164	0
165	1
166	1
167	0
168	1
169	0
170	0
171	1
172	0
173	0
174	1
175	1
176	1
177	0
178	1
179	1
180	0
181	0
182	1
183	0
184	1
185	1
186	0
187	1
188	1
189	1
190	0
191	1
192	0
193	0
194	0
195	0
196	1
197	1
198	0
199	1
200	1
201	1
202	1
203	0
204	1
205	0
206	1
207	0
208	1
209	1
210	1
211	1
212	1
213	0
214	1
215	1
216	1
217	1
218	1
219	1
220	0
221	0
222	0
223	1
224	0
225	1
226	1
227	0
228	1
229	1
230	1
231	1
232	1
233	1
234	0
235	0
236	1
237	1
238	0
239	1
240	0
241	1
242	1
243	1
244	0
245	0
246	1
247	0
248	1
249	1
250	1
251	0
252	1
253	0
254	1
255	0
256	1
257	0
258	1
259	1
260	1
261	1
262	0
263	1
264	1
265	0
266	1
267	1
268	1
269	1
270	1
271	1
272	1
273	1
274	1
275	1
276	1
277	1
278	0
279	1
280	1
281	1
282	1
283	1
284	1
285	0
286	0
287	0
288	0
289	0
290	1
291	1
292	1
293	1
294	1
295	0
296	1
297	0
298	0
299	1
300	1
301	0
302	1
303	1
304	1
305	1
306	0
307	0
308	1
309	0
310	0
311	0
312	0
313	1
314	1
315	1
316	1
317	1
318	0
319	0
320	0
321	0
322	0
323	0
324	1
325	1
326	1
327	0
328	1
329	0
330	1
331	1
332	0
333	1
334	0
335	1
336	0
337	1
338	1
339	0
340	0
341	0
342	1
343	0
344	1
345	0
346	0
347	1
348	0
349	1
350	1
351	1
352	1
353	0
354	1
355	0
356	1
357	0
358	0
359	0
360	1
361	1
362	0
363	0
364	0
365	0
366	0
367	0
368	1
369	0
370	1
371	0
372	0
373	1
374	0
375	0
376	0
377	0
378	1
379	0
380	1
381	0
382	1
383	0
384	0
385	1
386	1
387	0
388	1
389	0
390	0
391	0
392	1
393	1
394	0
395	1
396	0
397	1
398	1
399	1
400	1
401	1
402	0
403	0
404	1
405	1
406	1
407	1
408	0
409	1
410	0
411	0
412	1
413	1
414	1
415	0
416	1
417	0
418	1
419	1
420	1
421	0
422	0
423	0
424	1
425	1
426	1
427	1
428	1
429	1
430	0
431	0
432	1
433	0
434	1
435	1
436	1
437	0
438	0
439	1
440	1
441	0
442	1
443	0
444	0
445	1
446	1
447	1
448	1
449	1
450	1
451	0
452	0
453	0
454	0
455	1
456	0
457	0
458	1
459	1
460	0
461	1
462	0
463	1
464	0
465	1
466	0
467	0
468	1
469	1
470	0
471	1
472	1
473	0
474	1
475	1
476	0
477	1
478	0
479	1
480	0
481	0
482	0
483	1
484	1
485	0
486	1
487	0
488	1
489	0
490	0
491	0
492	0
493	1
494	1
495	0
496	0
497	1
498	1
499	1
500	0
501	1
502	1
503	0
504	1
505	1
506	0
507	0
508	1
509	1
510	1
511	0
512	0
513	1
514	1
515	1
516	1
517	0
518	0
519	0
520	1
521	0
522	1
523	0
524	0
525	1
526	1
527	0
528	0
529	0
530	1
531	0
532	1
533	0
534	1
535	0
536	1
537	0
538	0
539	0
540	1
541	1
542	1
543	0
544	1
545	0
546	1
547	1
548	0
549	0
550	0
551	0
552	0
553	0
554	0
555	1
556	1
557	0
558	0
559	1
560	0
561	1
562	1
563	0
564	1
565	1
566	1
567	1
568	1
569	1
570	1
571	0
572	1
573	1
574	1
575	1
576	0
577	1
578	1
579	0
580	1
581	0
582	1
583	1
584	0
585	0
586	1
587	1
588	1
589	0
590	1
591	0
592	1
593	1
594	0
595	0
596	1
597	1
598	1
599	1
600	1
601	1
602	1
603	0
604	1
605	1
606	1
607	0
608	1
609	1
610	0
611	0
612	1
613	1
614	1
615	1
616	1
617	1
618	0
619	1
620	0
621	1
622	1
623	1
624	1
625	1
626	1
627	1
628	0
629	1
630	1
631	1
632	1
633	1
634	0
635	1
636	1
637	1
638	1
639	1
640	1
641	1
642	1
643	1
644	0
645	1
646	1
647	0
648	1
649	1
650	1
651	1
652	1
653	1
654	0
655	0
656	1
657	1
658	1
659	1
660	1
661	1
662	1
663	0
664	0
665	0
666	1
667	1
668	1
669	1
670	1
671	0
672	1
673	1
674	1
675	1
676	1
677	1
678	1
679	0
680	1
681	1
682	1
683	1
684	1
685	1
686	1
687	1
688	1
689	1
690	0
691	0
692	1
693	0
694	1
695	1
696	1
697	1
698	0
699	0
700	0
701	1
702	1
703	0
704	1
705	0
706	1
707	0
708	0
709	0
710	0
711	0
712	0
713	1
714	0
715	0
716	0
717	0
718	1
719	0
720	0
721	0
722	0
723	1
724	0
725	1
726	0
727	0
728	1
729	0
730	0
731	1
732	0
733	0
734	0
735	1
736	1
737	1
738	0
739	0
740	0
741	1
742	0
743	0
744	0
745	1
746	0
747	0
748	0
749	1
750	1
751	0
752	1
753	1
754	1
755	0
756	1
757	0
758	1
759	1
760	1
761	1
762	1
763	1
764	0
765	0
766	1
767	1
768	0
769	0
770	0
771	1
772	0
773	1
774	0
775	0
776	1
777	0
778	0
779	0
780	1
781	0
782	0
783	0
784	0
785	0
786	0
787	0
788	1
789	0
790	1
791	0
792	1
793	1
794	0
795	0
796	0
797	0
798	1
799	0
800	0
801	0
802	0
803	0
804	0
805	1
806	0
807	0
808	1
809	1
810	0
811	1
812	0
813	0
814	1
815	1
816	1
817	0
818	1
819	0
820	0
821	1
822	0
823	0
824	1
825	0
826	0
827	1
828	1
829	0
830	0
831	0
832	1
833	0
834	0
835	1
836	0
837	0
838	0
839	1
840	0
841	1
842	0
843	0
844	0
845	1
846	1
847	1
848	0
849	0
850	0
851	0
852	0
853	1
854	0
855	0
856	1
857	0
858	0
859	1
860	1
861	0
862	1
863	1
864	0
865	1
866	1
867	0
868	0
869	1
870	1
871	0
872	1
873	1
874	0
875	1
876	0
877	0
878	1
879	1
880	0
881	0
882	0
883	0
884	0
885	0
886	1
887	1
888	0
889	1
890	1
891	0
892	0
893	0
894	0
895	0
896	0
897	0
898	0
899	1
900	0
901	0
902	0
903	1
904	1
905	1
906	1
907	1
908	0
909	0
910	1
911	1
912	0
913	1
914	1
915	1
916	1
917	0
918	0
919	0
920	1
921	0
922	1
923	1
924	0
925	1
926	1
927	1
928	1
929	0
930	1
931	1
932	1
933	0
934	1
935	0
936	1
937	0
938	0
939	1
940	1
941	0
942	0
943	1
944	1
945	0
946	1
947	1
948	1
949	1
950	1
951	1
952	1
953	1
954	1
955	0
956	0
957	0
958	0
959	1
960	1
961	0
962	1
963	0
964	1
965	0
966	0
967	1
968	0
969	0
970	1
971	1
972	0
973	1
974	1
975	1
976	1
977	0
978	0
979	0
980	0
981	0
982	0
983	1
984	0
985	0
986	0
987	1
988	0
989	0
990	0
991	0
992	1
993	1
994	0
995	1
996	1
997	0
998	0
999	0
1000	0
1001	1
1002	1
1003	1
1004	0
1005	1
1006	0
1007	0
1008	0
1009	1
1010	1
1011	1
1012	1
1013	1
1014	0
1015	0
1016	0
1017	1
1018	0
1019	0
1020	0
1021	0
1022	0
1023	0
1024	0
1025	0
1026	1
1027	0
1028	0
1029	1
1030	0
1031	1
1032	1
1033	0
1034	0
1035	0
1036	1
1037	0
1038	0
1039	1
1040	0
1041	0
1042	0
1043	1
1044	0
1045	0
1046	1
1047	0
1048	1
1049	0
1050	0
1051	0
1052	0
1053	0
1054	0
1055	0
1056	1
1057	1
1058	1
1059	0
1060	1
1061	1
